dataset,vocab,vocab_size,max_train_size,max_valid_size,max_test_size,truncation needed
NL-100,Vocabularies/NELL-995_all/NL-100/KG-custom/E/ascending_size_vocab.pkl,4,16,18,18,True
NL-100,Vocabularies/NELL-995_all/NL-100/KG-custom/E/default_vocab.pkl,1,27,22,20,False
NL-100,Vocabularies/NELL-995_all/NL-100/KG-custom/E/default_vocab.pkl,2,20,18,18,False
NL-100,Vocabularies/NELL-995_all/NL-100/KG-custom/E/default_vocab.pkl,4,16,18,18,True
NL-100,Vocabularies/NELL-995_all/NL-100/KG-finetuned/VandR/descending_size_vocab.pkl,1,31,27,27,False
NL-100,Vocabularies/NELL-995_all/NL-100/KG-finetuned/VandR/descending_size_vocab.pkl,2,27,24,24,False
NL-100,Vocabularies/NELL-995_all/NL-100/KG-finetuned/VandR/descending_size_vocab.pkl,4,24,22,22,False
NL-100,Vocabularies/NELL-995_all/NL-100/KG-finetuned/VandR/ascending_size_vocab.pkl,1,31,27,27,False
NL-100,Vocabularies/NELL-995_all/NL-100/KG-finetuned/VandR/ascending_size_vocab.pkl,2,27,24,24,False
NL-100,Vocabularies/NELL-995_all/NL-100/KG-finetuned/VandR/ascending_size_vocab.pkl,4,25,22,22,False
NL-75,default,,19,17,23,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/randomWalks/descending_size_vocab.pkl,1,18,18,21,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/randomWalks/descending_size_vocab.pkl,2,17,18,21,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/randomWalks/descending_size_vocab.pkl,4,17,18,21,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/randomWalks/ascending_size_vocab.pkl,1,18,17,20,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/randomWalks/ascending_size_vocab.pkl,2,17,16,19,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/randomWalks/ascending_size_vocab.pkl,4,17,16,19,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/randomWalks/default_vocab.pkl,1,18,18,21,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/randomWalks/default_vocab.pkl,2,17,18,21,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/randomWalks/default_vocab.pkl,4,17,18,21,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/VandR/descending_size_vocab.pkl,1,17,18,23,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/VandR/descending_size_vocab.pkl,2,17,17,20,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/VandR/descending_size_vocab.pkl,4,17,17,20,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/VandR/ascending_size_vocab.pkl,1,17,18,23,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/VandR/ascending_size_vocab.pkl,2,17,16,19,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/VandR/ascending_size_vocab.pkl,4,17,16,19,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/VandR/default_vocab.pkl,1,17,18,23,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/VandR/default_vocab.pkl,2,17,17,20,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/VandR/default_vocab.pkl,4,17,17,20,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/E/descending_size_vocab.pkl,1,18,18,21,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/E/descending_size_vocab.pkl,2,17,18,21,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/E/descending_size_vocab.pkl,4,17,18,21,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/E/ascending_size_vocab.pkl,1,18,18,21,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/E/ascending_size_vocab.pkl,2,17,17,20,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/E/ascending_size_vocab.pkl,4,17,17,20,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/E/default_vocab.pkl,1,18,18,21,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/E/default_vocab.pkl,2,17,17,20,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-custom/E/default_vocab.pkl,4,17,17,20,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-finetuned/VandR/descending_size_vocab.pkl,1,23,22,25,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-finetuned/VandR/descending_size_vocab.pkl,2,20,18,23,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-finetuned/VandR/descending_size_vocab.pkl,4,19,18,22,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-finetuned/VandR/ascending_size_vocab.pkl,1,23,22,25,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-finetuned/VandR/ascending_size_vocab.pkl,2,20,18,23,True
NL-75,Vocabularies/NELL-995_all/NL-75/KG-finetuned/VandR/ascending_size_vocab.pkl,4,18,18,22,True
NELL-995,default,,56,24,24,False
nell_v2_ind,default,,22,18,18,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/randomWalks/descending_size_vocab.pkl,1,20,17,17,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/randomWalks/descending_size_vocab.pkl,2,15,13,13,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/randomWalks/descending_size_vocab.pkl,4,13,13,13,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/randomWalks/ascending_size_vocab.pkl,1,21,16,15,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/randomWalks/ascending_size_vocab.pkl,2,13,13,13,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/randomWalks/ascending_size_vocab.pkl,4,13,13,13,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/randomWalks/default_vocab.pkl,1,18,16,16,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/randomWalks/default_vocab.pkl,2,13,13,13,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/randomWalks/default_vocab.pkl,4,13,13,13,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/VandR/descending_size_vocab.pkl,1,16,16,16,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/VandR/descending_size_vocab.pkl,2,13,13,13,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/VandR/descending_size_vocab.pkl,4,13,13,13,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/VandR/ascending_size_vocab.pkl,1,16,16,16,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/VandR/ascending_size_vocab.pkl,2,13,13,13,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/VandR/ascending_size_vocab.pkl,4,13,13,13,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/VandR/default_vocab.pkl,1,17,16,16,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/VandR/default_vocab.pkl,2,13,13,13,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/VandR/default_vocab.pkl,4,13,13,13,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/E/descending_size_vocab.pkl,1,21,18,18,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/E/descending_size_vocab.pkl,2,14,13,13,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/E/descending_size_vocab.pkl,4,13,13,13,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/E/ascending_size_vocab.pkl,1,21,18,18,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/E/ascending_size_vocab.pkl,2,13,13,13,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/E/ascending_size_vocab.pkl,4,13,13,13,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/E/default_vocab.pkl,1,20,18,18,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/E/default_vocab.pkl,2,13,13,13,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-custom/E/default_vocab.pkl,4,13,13,13,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-finetuned/VandR/descending_size_vocab.pkl,1,22,22,22,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-finetuned/VandR/descending_size_vocab.pkl,2,20,19,20,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-finetuned/VandR/descending_size_vocab.pkl,4,18,16,16,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-finetuned/VandR/ascending_size_vocab.pkl,1,22,22,22,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-finetuned/VandR/ascending_size_vocab.pkl,2,20,19,20,False
nell_v2_ind,Vocabularies/NELL-995_all/nell_v2_ind/KG-finetuned/VandR/ascending_size_vocab.pkl,4,18,16,16,False
nell_v4,default,,23,19,17,False
