,Val,Val
,Mean best rank,Mean² rank
"('parameters', 'Tie breaker')",,
descending_size,2.8,444.8817581697833
ascending_size,3.36,446.31754029025376
default,7.6,461.083943337471
,106.92,463.0270041592394
